gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
233878363	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Puerto Bossetti, proximo al vivero</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.85026	-54.56664	1001.49		234.0	0.0	0.0	0.0	2007-06-07T02:00Z	7	6	2007	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-15			CC_BY_4_0		De Leon, Carlos Javier			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878362	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Sobre Ruta Prov 12, 5 km al sur del Parque Provincial Peninsula</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.79326	-54.53697	1021.0		233.0	0.0	0.0	0.0	2007-06-06T02:00Z	6	6	2007	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-14			CC_BY_4_0		De Leon, Carlos Javier			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878361	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Arroyo carpincho, zona carpincho APSA</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.81432	-54.45043	1001.49		215.0	0.0	0.0	0.0	2007-11-23T01:00Z	23	11	2007	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-13			CC_BY_4_0		De Leon, Carlos Javier			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878360	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>San Jorge (Cuartel Yacutinga)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.81251	-54.40889	1001.49		253.0	0.0	0.0	0.0	2005-11-04T01:00Z	4	11	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-12			CC_BY_4_0		Ricardo Melzew			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878359	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Ruta 12 y camino al Quincho (R1 en el mapa de R. Melzew)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.80263	-54.54042	1011.0		225.0	0.0	0.0	0.0	2005-07-26T02:00Z	26	7	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-11			CC_BY_4_0		Ricardo Melzew			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878358	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Puerto Bomberg (R2 en el mapa de R. Melzew)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.93417	-54.60746	1011.0		206.0	0.0	0.0	0.0	2005-07-22T02:00Z	22	7	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-10			CC_BY_4_0		Ricardo Melzew			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878357	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Bossetti - Ex Pecom GPS 7</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.82627	-54.36771	21.49		250.0	0.0	0.0	0.0	2005-05-12T02:00Z	12	5	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-1			CC_BY_4_0		Maiocco, Domingo Cesar			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878356	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Isla Palacios - Lago Urugua-i</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.89624	-54.4135	1001.49		213.0	0.0	0.0	0.0	2004-05-15T02:00Z	15	5	2004	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-LU-0			CC_BY_4_0		Victor Dos Santos			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878355	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Paraje Maria Soledad - establecimiento de Camilo</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.86185	-53.95757	1001.49		461.0	0.0	0.0	0.0	2003-06-24T02:00Z	24	6	2003	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-HF-4			CC_BY_4_0		Zurita, Gustavo Andres			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878354	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Lote Peti Consec - Camino Interno<br></p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.85118	-53.84597	21.49		337.0	0.0	0.0	0.0	2006-07-20T02:00Z	20	7	2006	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-HF-3			CC_BY_4_0		Esteban Pizzio y Victor Dos Santos			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878353	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Lotes 146 y 147, Paraje M. Soledad, limite Pque. Foerster.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-25.86216	-53.95799	1001.49		461.0	0.0	0.0	0.0	2002-12-11T01:00Z	11	12	2002	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-HF-2			CC_BY_4_0		Sigismundo Welcz y Onesimo Olivera			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878352	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Reserva Guarani UNAM - Camino cerca de la casa</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.92613	-54.21699	1001.49		453.0	0.0	0.0	0.0	2003-08-15T02:00Z	15	8	2003	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-GU-0			CC_BY_4_0		MacDonagh, Patricio			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878351	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Puente Garupa en Fachinal</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.63781	-55.65962	1001.48		117.0	0.0	0.0	0.0	2003-07-15T02:00Z	15	7	2003	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-FA-1			CC_BY_4_0		Kochuk, Pedro			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878350	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Parque Provincial Fachinal</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.63859	-55.7345	1001.48		156.0	0.0	0.0	0.0	2006-04-15T02:00Z	15	4	2006	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-FA-0			CC_BY_4_0		Krauczuk, Ernesto			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878349	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>900 m al NE de la Estacion Biologica</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.88795	-53.87178	21.49		493.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-9			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878348	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>7,3 km al SO de la esquina NE del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.93909	-53.85522	21.49		482.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-8			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878347	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A 1,5 km de la Estacion Biologica sobre el camino interno del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.89942	-53.89086	21.49		511.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-7			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878346	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A 6,5 km al SE de la esquina NO del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.92065	-53.99034	21.49		422.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-6			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878345	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Aprox. 7 km al SO de la esquina NE del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.92874	-53.86273	21.49		497.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-5			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878344	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A 1,5 km del limite N (en el medio) del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.90051	-53.91228	21.49		313.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-4			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878343	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A 9 km dentro de la esquina NO del parque, en direccion SE.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.92775	-53.96349	21.49		501.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-3			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878342	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>En la esquina NO del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.9283	-54.00899	21.49		256.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-2			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878341	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A 300 mts del destacamento camino al Arroyo Florida PP Esmeralda</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.89641	-53.8818	21.49		497.0	0.0	0.0	0.0	2004-10-02T02:00Z	2	10	2004	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-15			CC_BY_4_0		Maders, Claudio y Matuchaka, Victor			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878340	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Camino acceso al Parque Prov.&nbsp; Esmeralda</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.88762	-53.8848	21.49		509.0	0.0	0.0	0.0	2005-07-05T02:00Z	5	7	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-14			CC_BY_4_0		Arzamendia, Esteban y Taron, E.			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878339	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Bajada al Arroyo Florida - PP Esmeralda</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.90206	-53.90917	21.49		362.0	0.0	0.0	0.0	2005-07-12T02:00Z	12	7	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-13			CC_BY_4_0		Arzamendia, Esteban y Taron, E.			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878338	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Camino a Pozo Preto.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.8942	-53.85727	21.49		549.0	0.0	0.0	0.0	2005-10-11T02:00Z	11	10	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-12			CC_BY_4_0		Yamil Di Blanco, Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878337	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>PP Esmeralda - a tres km estacion biologica - en el camino.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.90151	-53.9063	21.5		425.0	0.0	0.0	0.0	2005-04-10T02:00Z	10	4	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-11			CC_BY_4_0		Carolina Ferrari			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878336	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Camino Pozo Preto</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.90478	-53.83393	21.49		457.0	0.0	0.0	0.0	2005-08-15T02:00Z	15	8	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-10			CC_BY_4_0		Yamil Di Blanco, Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878335	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>A menos de 1 km del limite N del parque.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.89352	-53.86801	21.49		518.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-1			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878334	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Cerca de la esquina NE del parque, a 2 km del limite.</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.90397	-53.83447	21.49		457.0	0.0	0.0	0.0	2005-01-01T01:00Z	1	1	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-EY-0			CC_BY_4_0		Agustin Paviolo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878333	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>San Jorge (Montecarlo) - Chacra de Ricardo Schwarz</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.81882	-54.6036	1001.49		204.0	0.0	0.0	0.0	2004-12-07T01:00Z	7	12	2004	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CV-3			CC_BY_4_0		Schwartz, Ricardo			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878332	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>100 m al N de la Ruta 20 por una entrada que va hacia el lote de APSA del Valle de la Alegria (cerca de la bajada al sur para el arroyo)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.46436	-54.13697	111.49		441.0	0.0	0.0	0.0	2005-06-01T02:00Z	1	6	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CV-2			CC_BY_4_0		Barquinero, Juan			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878331	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Ruta 20 Limite del lote 7 al sur de la ruta unos 3 km dentro del lote</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.46589	-54.1597	1001.49		450.0	0.0	0.0	0.0	2005-06-01T02:00Z	1	6	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CV-1			CC_BY_4_0		Barquinero, Juan			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878330	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Ruta 16 por la zona de Piray (punto GPS)<br></p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.56535	-54.40898	21.49		206.0	0.0	0.0	0.0	2007-10-20T02:00Z	20	10	2007	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CV-0			CC_BY_4_0		Zurita, Gustavo Andres			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878329	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR		979dd240-16f7-11df-b5b3-b8a03c50a862	0.0	0.0			0.0	0.0	0.0	0.0					2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CP-4			CC_BY_4_0					2017-02-19T16:42Z		COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE
233878328	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Sendero a los Campitos - Reserva Universidad de La Plata (ver Montoya)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.11416	-54.96565	1001.49		201.0	0.0	0.0	0.0	2004-07-31T02:00Z	31	7	2004	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CP-3			CC_BY_4_0		Cegovia, Conde			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878327	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Picada 10 del Cerro Moreno (dentro del P.P. del Valle del Cu&ntilde;a Piru)</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.98818	-54.89195	1011.0		501.0	0.0	0.0	0.0	2003-07-02T02:00Z	2	7	2003	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CP-2			CC_BY_4_0		Abrhamson, Raúl			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878326	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Limite entre Santiago de Liniers y 9 de Julio, cerca del lote de Maiocco</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.45492	-54.44964	1001.49		243.0	0.0	0.0	0.0	2006-08-01T02:00Z	1	8	2006	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CH-3			CC_BY_4_0		Maiocco, Domingo Cesar			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878325	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Sobre la costa del Rio Uruguay cerca de la desembocadura del Arroyo Santa Maria</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.97005	-55.381	1001.48		90.0	0.0	0.0	0.0	2003-11-15T01:00Z	15	11	2003	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CA-4			CC_BY_4_0		Maccalosi, Luis			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878324	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Diferentes areas alrededor de Concepcion de la Sierra</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.80539	-55.41827	1001.48		203.0	0.0	0.0	0.0	2005-10-18T02:00Z	18	10	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CA-3			CC_BY_4_0		Krauczuk, Ernesto			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878323	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Ch. 84 C. de la Sierra</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.8076	-55.42379	1001.48		257.0	0.0	0.0	0.0	2005-10-19T02:00Z	19	10	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CA-1			CC_BY_4_0		Quintana, Nicolás y Bellitti, Santiago			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878322	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>San Juan de la Sierra</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-27.78132	-55.52017	1001.48		293.0	0.0	0.0	0.0	2005-10-13T02:00Z	13	10	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-CA-0			CC_BY_4_0		Quintana, Nicolás y Kolacheski			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878321	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Colonia Mado - Ozorco (propiedad Pindo SA), al sur de la ruta 18</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.22866	-54.22462	1001.49		443.0	0.0	0.0	0.0	2006-04-14T02:00Z	14	4	2006	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-AM-7			CC_BY_4_0		Hugo Reis			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
233878320	e2483380-16f7-11df-b5b3-b8a03c50a862		Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	AR	<p>Lote 35 - delicia - Dro Iguazu. Zimerman - Agriman</p>	979dd240-16f7-11df-b5b3-b8a03c50a862	-26.1238	-54.29329	501.49		312.0	0.0	0.0	0.0	2005-07-03T02:00Z	3	7	2005	2435099	2435099	HUMAN_OBSERVATION	APN-AR	AVISTAJES	MISIONES-AM-6			CC_BY_4_0		Welcz, Segismundo y Pizzio, Esteban			2017-02-19T16:42Z		GEODETIC_DATUM_ASSUMED_WGS84
